Time (s),Speed (m/s)
388.78,25.5957
388.8,25.5975
388.82,25.5993
388.84,25.6011
388.86,25.6029
388.88,25.6047
388.9,25.6065
388.92,25.6082
388.94,25.61
388.96,25.6118
388.98,25.6136
389,25.6154
389.02,25.6163
389.04,25.6172
389.06,25.6181
389.08,25.619
389.1,25.6199
389.12,25.6208
389.14,25.6217
389.16,25.6225
389.18,25.6234
389.2,25.6243
389.22,25.6252
389.24,25.6261
389.26,25.627
389.28,25.6279
389.3,25.6288
389.32,25.6297
389.34,25.6306
389.36,25.6315
389.38,25.6324
389.4,25.6333
389.42,25.6342
389.44,25.6351
389.46,25.636
389.48,25.6368
389.5,25.6377
389.52,25.6386
389.54,25.6395
389.56,25.6404
389.58,25.6413
389.6,25.6422
389.62,25.6431
389.64,25.644
389.66,25.6449
389.68,25.6458
389.7,25.6467
389.72,25.6476
389.74,25.6485
389.76,25.6494
389.78,25.6503
389.8,25.6512
389.82,25.652
389.84,25.6529
389.86,25.6538
389.88,25.6547
389.9,25.6556
389.92,25.6565
389.94,25.6574
389.96,25.6583
389.98,25.6592
390,25.6601
390.02,25.6601
390.04,25.6601
390.06,25.6601
390.08,25.6601
390.1,25.6601
390.12,25.6601
390.14,25.6601
390.16,25.6601
390.18,25.6601
390.2,25.6601
390.22,25.6601
390.24,25.6601
390.26,25.6601
390.28,25.6601
390.3,25.6601
390.32,25.6601
390.34,25.6601
390.36,25.6601
390.38,25.6601
390.4,25.6601
390.42,25.6601
390.44,25.6601
390.46,25.6601
390.48,25.6601
390.5,25.6601
390.52,25.6601
390.54,25.6601
390.56,25.6601
390.58,25.6601
390.6,25.6601
390.62,25.6601
390.64,25.6601
390.66,25.6601
390.68,25.6601
390.7,25.6601
390.72,25.6601
390.74,25.6601
390.76,25.6601
390.78,25.6601
390.8,25.6601
390.82,25.6601
390.84,25.6601
390.86,25.6601
390.88,25.6601
390.9,25.6601
390.92,25.6601
390.94,25.6601
390.96,25.6601
390.98,25.6601
391,25.6601
391.02,25.6583
391.04,25.6565
391.06,25.6547
391.08,25.6529
391.1,25.6512
391.12,25.6494
391.14,25.6476
391.16,25.6458
391.18,25.644
391.2,25.6422
391.22,25.6404
391.24,25.6386
391.26,25.6368
391.28,25.6351
391.3,25.6333
391.32,25.6315
391.34,25.6297
391.36,25.6279
391.38,25.6261
391.4,25.6243
391.42,25.6225
391.44,25.6208
391.46,25.619
391.48,25.6172
391.5,25.6154
391.52,25.6136
391.54,25.6118
391.56,25.61
391.58,25.6082
391.6,25.6065
391.62,25.6047
391.64,25.6029
391.66,25.6011
391.68,25.5993
391.7,25.5975
391.72,25.5957
391.74,25.5939
391.76,25.5921
391.78,25.5904
391.8,25.5886
391.82,25.5868
391.84,25.585
391.86,25.5832
391.88,25.5814
391.9,25.5796
391.92,25.5778
391.94,25.5761
391.96,25.5743
391.98,25.5725
392,25.5707
392.02,25.5689
392.04,25.5671
392.06,25.5653
392.08,25.5635
392.1,25.5617
392.12,25.56
392.14,25.5582
392.16,25.5564
392.18,25.5546
392.2,25.5528
392.22,25.551
392.24,25.5492
392.26,25.5474
392.28,25.5457
392.3,25.5439
392.32,25.5421
392.34,25.5403
392.36,25.5385
392.38,25.5367
392.4,25.5349
392.42,25.5331
392.44,25.5313
392.46,25.5296
392.48,25.5278
392.5,25.526
392.52,25.5242
392.54,25.5224
392.56,25.5206
392.58,25.5188
392.6,25.517
392.62,25.5153
392.64,25.5135
392.66,25.5117
392.68,25.5099
392.7,25.5081
392.72,25.5063
392.74,25.5045
392.76,25.5027
392.78,25.5009
392.8,25.4992
392.82,25.4974
392.84,25.4956
392.86,25.4938
392.88,25.492
392.9,25.4902
392.92,25.4884
392.94,25.4866
392.96,25.4849
392.98,25.4831
393,25.4813
393.02,25.4804
393.04,25.4795
393.06,25.4786
393.08,25.4777
393.1,25.4768
393.12,25.4759
393.14,25.475
393.16,25.4741
393.18,25.4732
393.2,25.4723
393.22,25.4714
393.24,25.4706
393.26,25.4697
393.28,25.4688
393.3,25.4679
393.32,25.467
393.34,25.4661
393.36,25.4652
393.38,25.4643
393.4,25.4634
393.42,25.4625
393.44,25.4616
393.46,25.4607
393.48,25.4598
393.5,25.4589
393.52,25.458
393.54,25.4571
393.56,25.4562
393.58,25.4554
393.6,25.4545
393.62,25.4536
393.64,25.4527
393.66,25.4518
393.68,25.4509
393.7,25.45
393.72,25.4491
393.74,25.4482
393.76,25.4473
393.78,25.4464
393.8,25.4455
393.82,25.4446
393.84,25.4437
393.86,25.4428
393.88,25.4419
393.9,25.441
393.92,25.4402
393.94,25.4393
393.96,25.4384
393.98,25.4375
394,25.4366
394.02,25.4339
394.04,25.4312
394.06,25.4285
394.08,25.4258
394.1,25.4232
394.12,25.4205
394.14,25.4178
394.16,25.4151
394.18,25.4124
394.2,25.4098
394.22,25.4071
394.24,25.4044
394.26,25.4017
394.28,25.399
394.3,25.3963
394.32,25.3937
394.34,25.391
394.36,25.3883
394.38,25.3856
394.4,25.3829
394.42,25.3802
394.44,25.3776
394.46,25.3749
394.48,25.3722
394.5,25.3695
394.52,25.3668
394.54,25.3642
394.56,25.3615
394.58,25.3588
394.6,25.3561
394.62,25.3534
394.64,25.3507
394.66,25.3481
394.68,25.3454
394.7,25.3427
394.72,25.34
394.74,25.3373
394.76,25.3347
394.78,25.332
394.8,25.3293
394.82,25.3266
394.84,25.3239
394.86,25.3212
394.88,25.3186
394.9,25.3159
394.92,25.3132
394.94,25.3105
394.96,25.3078
394.98,25.3051
395,25.3025
395.02,25.2998
395.04,25.2971
395.06,25.2944
395.08,25.2917
395.1,25.2891
395.12,25.2864
395.14,25.2837
395.16,25.281
395.18,25.2783
395.2,25.2756
395.22,25.273
395.24,25.2703
395.26,25.2676
395.28,25.2649
395.3,25.2622
395.32,25.2595
395.34,25.2569
395.36,25.2542
395.38,25.2515
395.4,25.2488
395.42,25.2461
395.44,25.2435
395.46,25.2408
395.48,25.2381
395.5,25.2354
395.52,25.2327
395.54,25.23
395.56,25.2274
395.58,25.2247
395.6,25.222
395.62,25.2193
395.64,25.2166
395.66,25.214
395.68,25.2113
395.7,25.2086
395.72,25.2059
395.74,25.2032
395.76,25.2005
395.78,25.1979
395.8,25.1952
395.82,25.1925
395.84,25.1898
395.86,25.1871
395.88,25.1844
395.9,25.1818
395.92,25.1791
395.94,25.1764
395.96,25.1737
395.98,25.171
396,25.1684
396.02,25.1666
396.04,25.1648
396.06,25.163
396.08,25.1612
396.1,25.1594
396.12,25.1576
396.14,25.1558
396.16,25.154
396.18,25.1523
396.2,25.1505
396.22,25.1487
396.24,25.1469
396.26,25.1451
396.28,25.1433
396.3,25.1415
396.32,25.1397
396.34,25.138
396.36,25.1362
396.38,25.1344
396.4,25.1326
396.42,25.1308
396.44,25.129
396.46,25.1272
396.48,25.1254
396.5,25.1236
396.52,25.1219
396.54,25.1201
396.56,25.1183
396.58,25.1165
396.6,25.1147
396.62,25.1129
396.64,25.1111
396.66,25.1093
396.68,25.1076
396.7,25.1058
396.72,25.104
396.74,25.1022
396.76,25.1004
396.78,25.0986
396.8,25.0968
396.82,25.095
396.84,25.0932
396.86,25.0915
396.88,25.0897
396.9,25.0879
396.92,25.0861
396.94,25.0843
396.96,25.0825
396.98,25.0807
397,25.0789
397.02,25.0816
397.04,25.0843
397.06,25.087
397.08,25.0897
397.1,25.0924
397.12,25.095
397.14,25.0977
397.16,25.1004
397.18,25.1031
397.2,25.1058
397.22,25.1084
397.24,25.1111
397.26,25.1138
397.28,25.1165
397.3,25.1192
397.32,25.1219
397.34,25.1245
397.36,25.1272
397.38,25.1299
397.4,25.1326
397.42,25.1353
397.44,25.138
397.46,25.1406
397.48,25.1433
397.5,25.146
397.52,25.1487
397.54,25.1514
397.56,25.154
397.58,25.1567
397.6,25.1594
397.62,25.1621
397.64,25.1648
397.66,25.1675
397.68,25.1701
397.7,25.1728
397.72,25.1755
397.74,25.1782
397.76,25.1809
397.78,25.1836
397.8,25.1862
397.82,25.1889
397.84,25.1916
397.86,25.1943
397.88,25.197
397.9,25.1996
397.92,25.2023
397.94,25.205
397.96,25.2077
397.98,25.2104
398,25.2131
398.02,25.2157
398.04,25.2184
398.06,25.2211
398.08,25.2238
398.1,25.2265
398.12,25.2291
398.14,25.2318
398.16,25.2345
398.18,25.2372
398.2,25.2399
398.22,25.2426
398.24,25.2452
398.26,25.2479
398.28,25.2506
398.3,25.2533
398.32,25.256
398.34,25.2587
398.36,25.2613
398.38,25.264
398.4,25.2667
398.42,25.2694
398.44,25.2721
398.46,25.2747
398.48,25.2774
398.5,25.2801
398.52,25.2828
398.54,25.2855
398.56,25.2882
398.58,25.2908
398.6,25.2935
398.62,25.2962
398.64,25.2989
398.66,25.3016
398.68,25.3043
398.7,25.3069
398.72,25.3096
398.74,25.3123
398.76,25.315
398.78,25.3177
398.8,25.3203
398.82,25.323
398.84,25.3257
398.86,25.3284
398.88,25.3311
398.9,25.3338
398.92,25.3364
398.94,25.3391
398.96,25.3418
398.98,25.3445
399,25.3472
399.02,25.3507
399.04,25.3543
399.06,25.3579
399.08,25.3615
399.1,25.365
399.12,25.3686
399.14,25.3722
399.16,25.3758
399.18,25.3794
399.2,25.3829
399.22,25.3865
399.24,25.3901
399.26,25.3937
399.28,25.3972
399.3,25.4008
399.32,25.4044
399.34,25.408
399.36,25.4115
399.38,25.4151
399.4,25.4187
399.42,25.4223
399.44,25.4258
399.46,25.4294
399.48,25.433
399.5,25.4366
399.52,25.4402
399.54,25.4437
399.56,25.4473
399.58,25.4509
399.6,25.4545
399.62,25.458
399.64,25.4616
399.66,25.4652
399.68,25.4688
399.7,25.4723
399.72,25.4759
399.74,25.4795
399.76,25.4831
399.78,25.4866
399.8,25.4902
399.82,25.4938
399.84,25.4974
399.86,25.5009
399.88,25.5045
399.9,25.5081
399.92,25.5117
399.94,25.5153
399.96,25.5188
399.98,25.5224
400,25.526
400.02,25.5296
400.04,25.5331
400.06,25.5367
400.08,25.5403
400.1,25.5439
400.12,25.5474
400.14,25.551
400.16,25.5546
400.18,25.5582
400.2,25.5617
400.22,25.5653
400.24,25.5689
400.26,25.5725
400.28,25.5761
400.3,25.5796
400.32,25.5832
400.34,25.5868
400.36,25.5904
400.38,25.5939
400.4,25.5975
400.42,25.6011
400.44,25.6047
400.46,25.6082
400.48,25.6118
400.5,25.6154
400.52,25.619
400.54,25.6225
400.56,25.6261
400.58,25.6297
400.6,25.6333
400.62,25.6368
400.64,25.6404
400.66,25.644
400.68,25.6476
400.7,25.6512
400.72,25.6547
400.74,25.6583
400.76,25.6619
400.78,25.6655
400.8,25.669
400.82,25.6726
400.84,25.6762
400.86,25.6798
400.88,25.6833
400.9,25.6869
400.92,25.6905
400.94,25.6941
400.96,25.6976
400.98,25.7012
401,25.7048
401.02,25.7075
401.04,25.7102
401.06,25.7128
401.08,25.7155
401.1,25.7182
401.12,25.7209
401.14,25.7236
401.16,25.7263
401.18,25.7289
401.2,25.7316
401.22,25.7343
401.24,25.737
401.26,25.7397
401.28,25.7424
401.3,25.745
401.32,25.7477
401.34,25.7504
401.36,25.7531
401.38,25.7558
401.4,25.7584
401.42,25.7611
401.44,25.7638
401.46,25.7665
401.48,25.7692
401.5,25.7719
401.52,25.7745
401.54,25.7772
401.56,25.7799
401.58,25.7826
401.6,25.7853
401.62,25.7879
401.64,25.7906
401.66,25.7933
401.68,25.796
401.7,25.7987
401.72,25.8014
401.74,25.804
401.76,25.8067
401.78,25.8094
401.8,25.8121
401.82,25.8148
401.84,25.8175
401.86,25.8201
401.88,25.8228
401.9,25.8255
401.92,25.8282
401.94,25.8309
401.96,25.8335
401.98,25.8362
402,25.8389
402.02,25.8407
402.04,25.8425
402.06,25.8443
402.08,25.8461
402.1,25.8479
402.12,25.8496
402.14,25.8514
402.16,25.8532
402.18,25.855
402.2,25.8568
402.22,25.8586
402.24,25.8604
402.26,25.8622
402.28,25.8639
402.3,25.8657
402.32,25.8675
402.34,25.8693
402.36,25.8711
402.38,25.8729
402.4,25.8747
402.42,25.8765
402.44,25.8783
402.46,25.88
402.48,25.8818
402.5,25.8836
402.52,25.8854
402.54,25.8872
402.56,25.889
402.58,25.8908
402.6,25.8926
402.62,25.8943
402.64,25.8961
402.66,25.8979
402.68,25.8997
402.7,25.9015
402.72,25.9033
402.74,25.9051
402.76,25.9069
402.78,25.9087
402.8,25.9104
402.82,25.9122
402.84,25.914
402.86,25.9158
402.88,25.9176
402.9,25.9194
402.92,25.9212
402.94,25.923
402.96,25.9247
402.98,25.9265
403,25.9283
403.02,25.9283
403.04,25.9283
403.06,25.9283
403.08,25.9283
403.1,25.9283
403.12,25.9283
403.14,25.9283
403.16,25.9283
403.18,25.9283
403.2,25.9283
403.22,25.9283
403.24,25.9283
403.26,25.9283
403.28,25.9283
403.3,25.9283
403.32,25.9283
403.34,25.9283
403.36,25.9283
403.38,25.9283
403.4,25.9283
403.42,25.9283
403.44,25.9283
403.46,25.9283
403.48,25.9283
403.5,25.9283
403.52,25.9283
403.54,25.9283
403.56,25.9283
403.58,25.9283
403.6,25.9283
403.62,25.9283
403.64,25.9283
403.66,25.9283
403.68,25.9283
403.7,25.9283
403.72,25.9283
403.74,25.9283
403.76,25.9283
403.78,25.9283
403.8,25.9283
403.82,25.9283
403.84,25.9283
403.86,25.9283
403.88,25.9283
403.9,25.9283
403.92,25.9283
403.94,25.9283
403.96,25.9283
403.98,25.9283
404,25.9283
404.02,25.9283
404.04,25.9283
404.06,25.9283
404.08,25.9283
404.1,25.9283
404.12,25.9283
404.14,25.9283
404.16,25.9283
404.18,25.9283
404.2,25.9283
404.22,25.9283
404.24,25.9283
404.26,25.9283
404.28,25.9283
404.3,25.9283
404.32,25.9283
404.34,25.9283
404.36,25.9283
404.38,25.9283
404.4,25.9283
404.42,25.9283
404.44,25.9283
404.46,25.9283
404.48,25.9283
404.5,25.9283
404.52,25.9283
404.54,25.9283
404.56,25.9283
404.58,25.9283
404.6,25.9283
404.62,25.9283
404.64,25.9283
404.66,25.9283
404.68,25.9283
404.7,25.9283
404.72,25.9283
404.74,25.9283
404.76,25.9283
404.78,25.9283
404.8,25.9283
404.82,25.9283
404.84,25.9283
404.86,25.9283
404.88,25.9283
404.9,25.9283
404.92,25.9283
404.94,25.9283
404.96,25.9283
404.98,25.9283
405,25.9283
405.02,25.9283
405.04,25.9283
405.06,25.9283
405.08,25.9283
405.1,25.9283
405.12,25.9283
405.14,25.9283
405.16,25.9283
405.18,25.9283
405.2,25.9283
405.22,25.9283
405.24,25.9283
405.26,25.9283
405.28,25.9283
405.3,25.9283
405.32,25.9283
405.34,25.9283
405.36,25.9283
405.38,25.9283
405.4,25.9283
405.42,25.9283
405.44,25.9283
405.46,25.9283
405.48,25.9283
405.5,25.9283
405.52,25.9283
405.54,25.9283
405.56,25.9283
405.58,25.9283
405.6,25.9283
405.62,25.9283
405.64,25.9283
405.66,25.9283
405.68,25.9283
405.7,25.9283
405.72,25.9283
405.74,25.9283
405.76,25.9283
405.78,25.9283
405.8,25.9283
405.82,25.9283
405.84,25.9283
405.86,25.9283
405.88,25.9283
405.9,25.9283
405.92,25.9283
405.94,25.9283
405.96,25.9283
405.98,25.9283
406,25.9283
406.02,25.9283
406.04,25.9283
406.06,25.9283
406.08,25.9283
406.1,25.9283
406.12,25.9283
406.14,25.9283
406.16,25.9283
406.18,25.9283
406.2,25.9283
406.22,25.9283
406.24,25.9283
406.26,25.9283
406.28,25.9283
406.3,25.9283
406.32,25.9283
406.34,25.9283
406.36,25.9283
406.38,25.9283
406.4,25.9283
406.42,25.9283
406.44,25.9283
406.46,25.9283
406.48,25.9283
406.5,25.9283
406.52,25.9283
406.54,25.9283
406.56,25.9283
406.58,25.9283
406.6,25.9283
406.62,25.9283
406.64,25.9283
406.66,25.9283
406.68,25.9283
406.7,25.9283
406.72,25.9283
406.74,25.9283
406.76,25.9283
406.78,25.9283
406.8,25.9283
406.82,25.9283
406.84,25.9283
406.86,25.9283
406.88,25.9283
406.9,25.9283
406.92,25.9283
406.94,25.9283
406.96,25.9283
406.98,25.9283
407,25.9283
407.02,25.9283
407.04,25.9283
407.06,25.9283
407.08,25.9283
407.1,25.9283
407.12,25.9283
407.14,25.9283
407.16,25.9283
407.18,25.9283
407.2,25.9283
407.22,25.9283
407.24,25.9283
407.26,25.9283
407.28,25.9283
407.3,25.9283
407.32,25.9283
407.34,25.9283
407.36,25.9283
407.38,25.9283
407.4,25.9283
407.42,25.9283
407.44,25.9283
407.46,25.9283
407.48,25.9283
407.5,25.9283
407.52,25.9283
407.54,25.9283
407.56,25.9283
407.58,25.9283
407.6,25.9283
407.62,25.9283
407.64,25.9283
407.66,25.9283
407.68,25.9283
407.7,25.9283
407.72,25.9283
407.74,25.9283
407.76,25.9283
407.78,25.9283
407.8,25.9283
407.82,25.9283
407.84,25.9283
407.86,25.9283
407.88,25.9283
407.9,25.9283
407.92,25.9283
407.94,25.9283
407.96,25.9283
407.98,25.9283
408,25.9283
408.02,25.9274
408.04,25.9265
408.06,25.9256
408.08,25.9247
408.1,25.9238
408.12,25.923
408.14,25.9221
408.16,25.9212
408.18,25.9203
408.2,25.9194
408.22,25.9185
408.24,25.9176
408.26,25.9167
408.28,25.9158
408.3,25.9149
408.32,25.914
408.34,25.9131
408.36,25.9122
408.38,25.9113
408.4,25.9104
408.42,25.9095
408.44,25.9087
408.46,25.9078
408.48,25.9069
408.5,25.906
408.52,25.9051
408.54,25.9042
408.56,25.9033
408.58,25.9024
408.6,25.9015
408.62,25.9006
408.64,25.8997
408.66,25.8988
408.68,25.8979
408.7,25.897
408.72,25.8961
408.74,25.8952
408.76,25.8943
408.78,25.8935
408.8,25.8926
408.82,25.8917
408.84,25.8908
408.86,25.8899
408.88,25.889
408.9,25.8881
408.92,25.8872
408.94,25.8863
408.96,25.8854
408.98,25.8845
409,25.8836
409.02,25.8827
409.04,25.8818
409.06,25.8809
409.08,25.88
409.1,25.8791
409.12,25.8783
409.14,25.8774
409.16,25.8765
409.18,25.8756
409.2,25.8747
409.22,25.8738
409.24,25.8729
409.26,25.872
409.28,25.8711
409.3,25.8702
409.32,25.8693
409.34,25.8684
409.36,25.8675
409.38,25.8666
409.4,25.8657
409.42,25.8648
409.44,25.8639
409.46,25.8631
409.48,25.8622
409.5,25.8613
409.52,25.8604
409.54,25.8595
409.56,25.8586
409.58,25.8577
409.6,25.8568
409.62,25.8559
409.64,25.855
409.66,25.8541
409.68,25.8532
409.7,25.8523
409.72,25.8514
409.74,25.8505
409.76,25.8496
409.78,25.8487
409.8,25.8479
409.82,25.847
409.84,25.8461
409.86,25.8452
409.88,25.8443
409.9,25.8434
409.92,25.8425
409.94,25.8416
409.96,25.8407
409.98,25.8398
410,25.8389
410.02,25.838
410.04,25.8371
410.06,25.8362
410.08,25.8353
410.1,25.8344
410.12,25.8335
410.14,25.8327
410.16,25.8318
410.18,25.8309
410.2,25.83
410.22,25.8291
410.24,25.8282
410.26,25.8273
410.28,25.8264
410.3,25.8255
410.32,25.8246
410.34,25.8237
410.36,25.8228
410.38,25.8219
410.4,25.821
410.42,25.8201
410.44,25.8192
410.46,25.8183
410.48,25.8175
410.5,25.8166
410.52,25.8157
410.54,25.8148
410.56,25.8139
410.58,25.813
410.6,25.8121
410.62,25.8112
410.64,25.8103
410.66,25.8094
410.68,25.8085
410.7,25.8076
410.72,25.8067
410.74,25.8058
410.76,25.8049
410.78,25.804
410.8,25.8031
410.82,25.8023
410.84,25.8014
410.86,25.8005
410.88,25.7996
410.9,25.7987
410.92,25.7978
410.94,25.7969
410.96,25.796
410.98,25.7951
411,25.7942
411.02,25.7942
411.04,25.7942
411.06,25.7942
411.08,25.7942
411.1,25.7942
411.12,25.7942
411.14,25.7942
411.16,25.7942
411.18,25.7942
411.2,25.7942
411.22,25.7942
411.24,25.7942
411.26,25.7942
411.28,25.7942
411.3,25.7942
411.32,25.7942
411.34,25.7942
411.36,25.7942
411.38,25.7942
411.4,25.7942
411.42,25.7942
411.44,25.7942
411.46,25.7942
411.48,25.7942
411.5,25.7942
411.52,25.7942
411.54,25.7942
411.56,25.7942
411.58,25.7942
411.6,25.7942
411.62,25.7942
411.64,25.7942
411.66,25.7942
411.68,25.7942
411.7,25.7942
411.72,25.7942
411.74,25.7942
411.76,25.7942
411.78,25.7942
411.8,25.7942
411.82,25.7942
411.84,25.7942
411.86,25.7942
411.88,25.7942
411.9,25.7942
411.92,25.7942
411.94,25.7942
411.96,25.7942
411.98,25.7942
412,25.7942
412.02,25.7951
412.04,25.796
412.06,25.7969
412.08,25.7978
412.1,25.7987
412.12,25.7996
412.14,25.8005
412.16,25.8014
412.18,25.8023
412.2,25.8031
412.22,25.804
412.24,25.8049
412.26,25.8058
412.28,25.8067
412.3,25.8076
412.32,25.8085
412.34,25.8094
412.36,25.8103
412.38,25.8112
412.4,25.8121
412.42,25.813
412.44,25.8139
412.46,25.8148
412.48,25.8157
412.5,25.8166
412.52,25.8175
412.54,25.8183
412.56,25.8192
412.58,25.8201
412.6,25.821
412.62,25.8219
412.64,25.8228
412.66,25.8237
412.68,25.8246
412.7,25.8255
412.72,25.8264
412.74,25.8273
412.76,25.8282
412.78,25.8291
412.8,25.83
412.82,25.8309
412.84,25.8318
412.86,25.8327
412.88,25.8335
412.9,25.8344
412.92,25.8353
412.94,25.8362
412.96,25.8371
412.98,25.838
413,25.8389
413.02,25.8398
413.04,25.8407
413.06,25.8416
413.08,25.8425
413.1,25.8434
413.12,25.8443
413.14,25.8452
413.16,25.8461
413.18,25.847
413.2,25.8479
413.22,25.8487
413.24,25.8496
413.26,25.8505
413.28,25.8514
413.3,25.8523
413.32,25.8532
413.34,25.8541
413.36,25.855
413.38,25.8559
413.4,25.8568
413.42,25.8577
413.44,25.8586
413.46,25.8595
413.48,25.8604
413.5,25.8613
413.52,25.8622
413.54,25.8631
413.56,25.8639
413.58,25.8648
413.6,25.8657
413.62,25.8666
413.64,25.8675
413.66,25.8684
413.68,25.8693
413.7,25.8702
413.72,25.8711
413.74,25.872
413.76,25.8729
413.78,25.8738
413.8,25.8747
413.82,25.8756
413.84,25.8765
413.86,25.8774
413.88,25.8783
413.9,25.8791
413.92,25.88
413.94,25.8809
413.96,25.8818
413.98,25.8827
414,25.8836
414.02,25.8845
414.04,25.8854
414.06,25.8863
414.08,25.8872
414.1,25.8881
414.12,25.889
414.14,25.8899
414.16,25.8908
414.18,25.8917
414.2,25.8926
414.22,25.8935
414.24,25.8943
414.26,25.8952
414.28,25.8961
414.3,25.897
414.32,25.8979
414.34,25.8988
414.36,25.8997
414.38,25.9006
414.4,25.9015
414.42,25.9024
414.44,25.9033
414.46,25.9042
414.48,25.9051
414.5,25.906
414.52,25.9069
414.54,25.9078
414.56,25.9087
414.58,25.9095
414.6,25.9104
414.62,25.9113
414.64,25.9122
414.66,25.9131
414.68,25.914
414.7,25.9149
414.72,25.9158
414.74,25.9167
414.76,25.9176
414.78,25.9185
414.8,25.9194
414.82,25.9203
414.84,25.9212
414.86,25.9221
414.88,25.923
414.9,25.9238
414.92,25.9247
414.94,25.9256
414.96,25.9265
414.98,25.9274
415,25.9283
415.02,25.9292
415.04,25.9301
415.06,25.931
415.08,25.9319
415.1,25.9328
415.12,25.9337
415.14,25.9346
415.16,25.9355
415.18,25.9364
415.2,25.9373
415.22,25.9382
415.24,25.939
415.26,25.9399
415.28,25.9408
415.3,25.9417
415.32,25.9426
415.34,25.9435
415.36,25.9444
415.38,25.9453
415.4,25.9462
415.42,25.9471
415.44,25.948
415.46,25.9489
415.48,25.9498
415.5,25.9507
415.52,25.9516
415.54,25.9525
415.56,25.9534
415.58,25.9542
415.6,25.9551
415.62,25.956
415.64,25.9569
415.66,25.9578
415.68,25.9587
415.7,25.9596
415.72,25.9605
415.74,25.9614
415.76,25.9623
415.78,25.9632
415.8,25.9641
415.82,25.965
415.84,25.9659
415.86,25.9668
415.88,25.9677
415.9,25.9686
415.92,25.9694
415.94,25.9703
415.96,25.9712
415.98,25.9721
416,25.973
416.02,25.9757
416.04,25.9784
416.06,25.9811
416.08,25.9838
416.1,25.9864
416.12,25.9891
416.14,25.9918
416.16,25.9945
416.18,25.9972
416.2,25.9998
416.22,26.0025
416.24,26.0052
416.26,26.0079
416.28,26.0106
416.3,26.0133
416.32,26.0159
416.34,26.0186
416.36,26.0213
416.38,26.024
416.4,26.0267
416.42,26.0294
416.44,26.032
416.46,26.0347
416.48,26.0374
416.5,26.0401
416.52,26.0428
416.54,26.0454
416.56,26.0481
416.58,26.0508
416.6,26.0535
416.62,26.0562
416.64,26.0589
416.66,26.0615
416.68,26.0642
416.7,26.0669
416.72,26.0696
416.74,26.0723
416.76,26.0749
416.78,26.0776
416.8,26.0803
416.82,26.083
416.84,26.0857
416.86,26.0884
416.88,26.091
416.9,26.0937
416.92,26.0964
416.94,26.0991
416.96,26.1018
416.98,26.1045
417,26.1071
417.02,26.1116
417.04,26.1161
417.06,26.1205
417.08,26.125
417.1,26.1295
417.12,26.134
417.14,26.1384
417.16,26.1429
417.18,26.1474
417.2,26.1518
417.22,26.1563
417.24,26.1608
417.26,26.1653
417.28,26.1697
417.3,26.1742
417.32,26.1787
417.34,26.1831
417.36,26.1876
417.38,26.1921
417.4,26.1965
417.42,26.201
417.44,26.2055
417.46,26.21
417.48,26.2144
417.5,26.2189
417.52,26.2234
417.54,26.2278
417.56,26.2323
417.58,26.2368
417.6,26.2412
417.62,26.2457
417.64,26.2502
417.66,26.2547
417.68,26.2591
417.7,26.2636
417.72,26.2681
417.74,26.2725
417.76,26.277
417.78,26.2815
417.8,26.286
417.82,26.2904
417.84,26.2949
417.86,26.2994
417.88,26.3038
417.9,26.3083
417.92,26.3128
417.94,26.3172
417.96,26.3217
417.98,26.3262
418,26.3307
418.02,26.3324
418.04,26.3342
418.06,26.336
418.08,26.3378
418.1,26.3396
418.12,26.3414
418.14,26.3432
418.16,26.345
418.18,26.3467
418.2,26.3485
418.22,26.3503
418.24,26.3521
418.26,26.3539
418.28,26.3557
418.3,26.3575
418.32,26.3593
418.34,26.3611
418.36,26.3628
418.38,26.3646
418.4,26.3664
418.42,26.3682
418.44,26.37
418.46,26.3718
418.48,26.3736
418.5,26.3754
418.52,26.3771
418.54,26.3789
418.56,26.3807
418.58,26.3825
418.6,26.3843
418.62,26.3861
418.64,26.3879
418.66,26.3897
418.68,26.3915
418.7,26.3932
418.72,26.395
418.74,26.3968
418.76,26.3986
418.78,26.4004
418.8,26.4022
418.82,26.404
418.84,26.4058
418.86,26.4075
418.88,26.4093
418.9,26.4111
418.92,26.4129
418.94,26.4147
418.96,26.4165
418.98,26.4183
419,26.4201
419.02,26.4227
419.04,26.4254
419.06,26.4281
419.08,26.4308
419.1,26.4335
419.12,26.4362
419.14,26.4388
419.16,26.4415
419.18,26.4442
419.2,26.4469
419.22,26.4496
419.24,26.4523
419.26,26.4549
419.28,26.4576
419.3,26.4603
419.32,26.463
419.34,26.4657
419.36,26.4683
419.38,26.471
419.4,26.4737
419.42,26.4764
419.44,26.4791
419.46,26.4818
419.48,26.4844
419.5,26.4871
419.52,26.4898
419.54,26.4925
419.56,26.4952
419.58,26.4978
419.6,26.5005
419.62,26.5032
419.64,26.5059
419.66,26.5086
419.68,26.5113
419.7,26.5139
419.72,26.5166
419.74,26.5193
419.76,26.522
419.78,26.5247
419.8,26.5274
419.82,26.53
419.84,26.5327
419.86,26.5354
419.88,26.5381
419.9,26.5408
419.92,26.5434
419.94,26.5461
419.96,26.5488
419.98,26.5515
420,26.5542
420.02,26.5578
420.04,26.5613
420.06,26.5649
420.08,26.5685
420.1,26.5721
420.12,26.5756
420.14,26.5792
420.16,26.5828
420.18,26.5864
420.2,26.5899
420.22,26.5935
420.24,26.5971
